ID,Event 1,Event 2,Label
103131,She (discover) an old book,She (sit) down on the bed,0
108988,She (take) a bus to NYC,She (start) thinking about college,0
104067,Argentina (make) a bid for the Olympics,They (promise) to clean their city,0
104078,I (start) to roll over,I (go) to Minneapolis with my girlfriend,0
101721,They (watch) the weather,They (watch) the weather every day,0
101084,They (take) all the valuables,They (threaten) the residents with weapons,0
103492,He (get) up early,The ice cream truck (come) out,0
107555,The juice in the fridge (run) out,I (eat) two bags of spicy chips,0
100124,She (go) to the dentist,He (make) a surprised exclamation,0
105473,Morgan (take) one big swing,All the kids (collect) their chocolaty goodies,0
104287,They (try) a new taco place,The friends always (look) forward to Tuesdays,0
100639,He (look) at the beautiful landscape,He (book) a plane,0
102802,He (run) around the neighborhood,He violently (attack) a tire,0
106471,We (see) a shark,We (sit) down the water,0
107758,They (learn) how to tie flies,She (put) on her waders,0
100510,Tom (feel) a tremble,He (order) 5 tacos and a burrito,0
102262,They (decide) to play Truth or Dare,She (invite) all of her friends,0
101539,My daughter (hear) from another friend Sally,She (get) married in 2014,0
105254,The smell (get) worse,I (go) inside my room,0
106687,I (cut) off a piece,I (regret) all the time spent,0
108295,His daughter (buy) the Tile,I (try) to cheer him up,0
102544,They (give) Lacy a promotion,Lacy (work) even harder,0
106790,They (get) their mail a little late,He (continue) his route,0
106378,They (leave) the Yurt,They (rent) a hotel,0
101016,We (play) in the water,We (play) in the sand,0
100618,He 'd just (toss),He 'd (close) his eyes,0
107447,We (turn) toward the ATM,We (feel) the car shudder,0
107767,We (go) to park,We (eat) together during lunch break,0
107972,He (decide) he needed a haircut,He (enter) the local barbershop,0
102474,He (pick) up the record,He (drop) the record,0
107393,I (get) to the party,I (run) to the store,0
105485,He (give) her several compliments,She really (appreciate) her effort,0
100294,She (call) the police,One (ask) me to wait,0
108212,I (throw) out old things,I (polish) some shiny surfaces,0
103132,He (insert) another coin,He (rub) his eyes sleepily,0
104346,Christian (buy) an Android tablet,They first (come) out,0
104770,He (leave) the house,He (notice) the sun was setting,0
108123,He finally (give) up,He (muster) up the courage,0
102705,They never (play) football,One of his friends (hit) him,0
100357,They (go) to the park,The flight (go) by quickly,0
107998,Another kid (toddle) over,He (bite) his lip,0
108307,They (purchase) a small plot of land,She (plan) to do so,0
104230,He (try) to get her attention,She (see) him in a club,0
104767,He (decide) to watch tv,They recently (purchase) a female dog,0
108938,They (end) up in a relationship,They (throw) hot coffee at Tommy,0
108108,My cousin (divorce) her husband in 2012,Her in - laws (live) in Indiana,0
108516,She (run) in the backward,She (see) her first snow,0
105028,I (wear) a baseball cap,My wife (wear) a derby,0
104652,They (get) a new high paying job,They all (try) to message,0
100349,They (wake) up drenched in sweat,She (check) the machine,0
100476,They (wake) up early,They (sit) their stuff down,0
106372,They (suggest) dinner to Adam,She (ask) her to lunch,0
100031,She (deserve) something special,They (keep) breaking the eggs,0
103496,The boys (come) over,He (invite) his best friends over,0
105646,She (see) her friend,They (go) to the lake,0
108412,He almost (hit) a tree,He (choose) to drive himself anyway,0
101130,Grant (buy) a donkey,Grant (put) the lawnmower away,0
101565,Doug (plead) with Nelson,Doug (plead) with Robyn for a divorce,0
101862,I (notice) a puddle,I (take) the food out,0
101870,They (hear) the show tunes,He (come) to a red light people,0
104524,He (notice) his watch had stopped working,He (notice) the sun going down,0
103147,Everyone (get) inside of the bus,The bus (arrive) to my bus stop,0
101399,She (bark) at them,They (run) up the tree,0
101064,The team (win) the play offs,The quarterback (break) his arm,0
104728,She (notice) she got beats,She (give) her parents a hug,0
100077,He (sit) down on a bench,He (unhook) his dog,0
105551,They (take) me to church,My granddad (show) me a tract,0
106284,He (use) paints ink glitter,He (take) some work pants,0
101951,They (look) at Jim,They (walk) away being together,0
100585,They immediately (run) to the scariest ride,They (ride) everything in the park,0
102389,He (watch) movies about Ireland all summer,He (cancel) his flight,0
105285,They (turn) dark purple,His wife (threaten) him,0
100669,She (practice) day and night,She (drop) the pom poms seven times,0
104889,The wife (clean) the house,The husband (play) video games,0
102818,She (walk) over to his favorite chair,She irritatedly (pick) her up,0
105516,She (forget) to pack sunscreen,His girlfriend (make) him go,0
106701,Nola (get) better and faster,He (drive) Nola to the woods,0
102808,We (go) to the store,She (ask) me for money advice,0
102104,He (call) his friends,They (go) to the bar alone,0
107139,He (manage) to leave,The tornado (come) to his house,0
102144,The light (come) in through the window,They (look) at the clock,0
107485,We (sit) straight up,We (lean) toward each other,0
100550,My dad (find) out,He (send) her 12 dozen red roses,0
103608,The other boys (laugh) even harder,He (return) to the beach,0
103819,They immediately (go) out to Home Depot,They (turn) on the unit,0
107242,She (take) toys from my dog,She (get) into everything in the house,0
108719,I (stay) in bed,I (hear) the scratching the following night,0
105594,Riley eventually (become) unafraid,Riley (face) her fear,0
106857,They (feel) bad for him,They always (smell) bad,0
102869,They (decide) to leave,The scream (become) even louder,0
106666,She (raise) three small kids,She (get) a long handwritten card,0
105437,We (visit) the beach played volleyball,The class (stay) in school,0
105847,The alarm (go) off,He (go) into a store,0
102736,He (pay) his bill,They (enjoy) the soda,0
106882,They (make) a mess,They (go) home so,0
103752,He (hear) a message,He (play) his record backwards,0
108845,I (take) a quilting class,They (talk) about politics all the time,0
103916,He (go) to the mall,The man (put) on a Kevlar vest,0
108041,My uncle (notice) a coconut tree,He (take) a large blade,0
108946,She (lose) her hiding places,She (decide) to sleep on the bed,0
106398,The man (continue) walking,He (notice) a man drop something,0
105910,We both (fall) off,He (yell) at me,0
105544,Her mother (let) her go out,The rainstorm (turn) into a thunderstorm,0
103506,He (buy) a heater for the water,He (get) out of the pool,0
101032,He (decide) he liked boys of girls,He (swallow) his pride,0
101829,She (sell) bread every day was successful,An undercover investigator (visit) her store,0
101599,He (look) all over town,He (sign) up for class,0
106114,They (begin) to have stomach pains,They (eat) at a diner,0
106025,The man (complain) to the hostess,He (ask) for his seat,0
108913,He easily (make) the olympic team,He (win) several medals,0
105942,I (try) to close the door,She (come) back in,0
100864,She (live) in a desert,She (pack) her things,0
108769,They (point) to the spider,She (call) her dog into the room,0
108191,The days (get) longer,A day (feel) like a month,0
104590,The singer (wake) up,He (go) back to the bus,0
108241,They (try) to introduce himself,The cool guys (start) to attack Jason,0
103767,The team (ignore) the coach,They (play) a game on Saturday,0
107803,They (hit) a mine,He (pretend) to convert to Islam,0
103527,He (pour) himself a bowl of cereal,They (turn) on the TV,0
102098,She (reach) in the sink,She (feel) something cut her,0
103684,They (decide) Earl was a good pet,Earl (scare) away an intruder,0
107994,I (try) waiting a few days,I (feel) really bad,0
103960,The client (take) his business elsewhere,The call (go) directly to voicemail,0
107022,She (scrape) up some money and courage,Her teeth (hurt) her constantly,0
102095,We (order) the Swedish meatballs,My mother and I (go) to Ikea,0
104929,He (go) to the roulette table,He (lose) at everything he tried,0
107472,They (dream) of being a concert pianist,She (take) lessons twice a week,0
104059,The doctor (join) in,The woman (celebrate) verbally,0
103794,He (assume) that he was forgiven,He (ask) for forgiveness for his sins,0
105854,A neighbor (see) her,The supply (run) out,0
108593,They enthusiastically (welcome) the new technology,He (choose) battery operated over plug in,0
103408,He (start) to draw pictures,He (go) to lunch,0
108594,They (decide) to go home,She (cover) her ears,0
103170,He (paddle) to the shore,He (float) over a current,0
108110,He reluctantly (drive) to the store,He (break) a string while tuning,0
101461,He (become) an adult,He (act) like a bully,0
101925,She (show) her mom,She (tell) her she missed a spot,0
102420,Everyone (agree) with her,She (feel) like a fraud,0
106658,She (eat) an entire pizza,They (stay) up all night talking,0
106318,They (take) Jill to dinner,He (propose) to Jill,0
100456,She (walk) down the street,She (hold) her skates with anticipation,0
103532,She (throw) away the five shortest crayons,She (put) them back in the box,0
108535,She purposely (let) herself get caught,She (make) one girl sad by boasting,0
105584,Other kids (meet) together,I (write) a short book,0
100327,He (move) his family to Atlanta,He (get) a call from a friend,0
107761,The other concerts (feature) pop music,The orchestra (play) several compositions,0
107099,They (try) out for the team,They (practice) hard every day,0
108316,Glass shards (fall) to the ground,She (see) a mosquito in the bathroom,0
108527,The storm really (hit) full force,They (paddle) furiously back to shore,0
106615,He (hide) in a tree near by,The man (put) out some meat,0
101095,He (hook) up his drawing tablet,They (rent) a storage space online,0
105872,They (continue) hugging and smiling,They (grab) the luggage,0
107152,I always (burn) my hand,I (cook) the simplest of meals,0
105590,He (try) to give him several coupons,The cashier quickly (scan) everything,0
106128,His son (finish) high school,Cole (pull) out the money,0
107903,They (fix) the car,He (work) with his son,0
100925,She (call) for service,She (retrieve) her spare,0
103308,His mom (give) him bread,He (go) to the park,0
105124,They just (fall) in love,They (buy) the new puppy,0
107452,He always (steal) everyone 's money,The children (become) fed up,0
103688,His eyes (burn) terribly,The man (put) drops in his eyes,0
100795,They (struggle) to keep up,He (start) to fumble his translations,0
104114,He (pick) two of them,He (decide) to pick a few more,0
101704,I (get) very nervous once,I (answer) the question,0
104465,He (tear) his pants in class,He (spill) his food at lunch,0
106550,I (tell) her to go,I (let) the dog out this morning,0
104983,She (check) on the school supply list,They (dread) the new school year starting,0
100572,They (draw) towards the end,The game (become) very close,0
104509,They (move) some sensors,He (ask) for professional help,0
104724,He slowly (pass) away,She (kiss) her father,0
107905,She (mess) up her routine,She (ask) the judges,0
104119,They (take) the comics,His dad (take) the sports section,0
100490,She (tend) to the girl,The boy (go) in the kitchen,0
100952,Egypt (see) a huge bird,She (own) the neighborhood,0
105325,She (laugh) at almost anything,She (start) laughing uncontrollably,0
107414,They (begin) their walk,The dog (pull) Jim towards the door,0
108344,They (decide) to give up music,The band (break) up,0
100576,She (wear) her glasses almost all day,She (wear) her contacts,0
102227,He (buy) all the materials he needed,The ferret (run) all over,0
101377,I (wish) I knew him better,We (go) separate ways,0
104943,He (decide) to go work for Walmart,He (work) one Job his whole life,0
105073,He (look) completely normal,Her faith (keep) her from being bitter,0
106091,I (smile) at him happily,I (look) into his bright blue eyes,0
103524,She (send) an email to tech support,She (download) her music,0
104154,Her printer (run) out of ink today,They (buy) a new printer,0
107051,He (hurry) to work already very late,He (walk) into his department,0
101042,He (hit) the ball dead on,He (run) as fast,0
106686,They (focus) them on football,Fans (start) consuming even more content,0
107698,The bus never (show) up,They (call) a friend,0
100126,She (give) me a small hug,I (end) up yelling her,0
105035,They (wake) up feeling very sick,They always (get) groceries for the weekend,0
101583,The insurance company (deny) her claim,She (take) stock of her surroundings,0
101175,She (go) right home,She (run) to the trumpet,0
103600,His stomach (growl) for several minutes,He (continue) to study for an exam,0
101269,She (go) shopping every day,She (invite) friends over,0
108136,I (meet) lots of friends,My sister and I (learn) to fish,0
100131,Many of his friends (stop) seeing him,His fiancee (leave) him,0
104661,He (take) out a gun,The thief (stop) for a moment,0
100941,A rush (go) through his body,They slowly (take) the stage,0
108196,She (find) a gift on her pillow,He (refuse) to tell her,0
105348,She (pick) out a bracelet,She (ask) her husband for them,0
103837,She (go) to lunch with her friends,They (give) her presents,0
108559,He (sit) at his computer all day,He never (bother) to sit correctly,0
100870,They (get) some wood glue,He (wait) patiently for a few days,0
103434,He (go) to a nearby school,He (find) the violin very challenging,0
107683,The leader (trip) on the last hurdle,They (jump) over the hurdles,0
103230,The kid (eat) much dry cereal,The kid (pick) one with sugar,0
102711,They really (enjoy) the camping trip,The time (come) the trip is over,0
101458,They (pick) their crop,They (make) a pie,0
102414,She (wait) for the coffee to brew,She (add) some water,0
100737,They (go) to the mall one day,They (go) to the mall,0
101682,I (figure) why not,I (buy) the fan,0
106693,I (dress) as a witch,I (paint) my face green,0
101558,The friend (bring) his six month old,They (go) to school in Boston,0
101883,He often (chat) with coworkers,Bryce (take) the elevator upstairs,0
107408,She (curl) up into a ball,Her ears (droop) to the side,0
105740,They (give) them a snack,The kids (play) board games,0
101645,They (go) to Hardee 's for breakfast,She (call) an ambulance,0
108211,I (pick) up things off the floor,I (clean) my room recently,0
103937,I (turn) 35 years old,I (enrol) in a class,0
106513,She (buy) ten of them,Her husband (notice) the bras,0
105909,They (gather) up a bunch,They finally (get) home,0
101860,They (pretend) to read from the clipboard,He (wear) a nice shirt,0
100503,They (see) a little girl,She (get) everything she ever asked for,0
106012,He (land) on the ground,The paper (rip) in half,0
106460,He (add) some salt,The man (take) a taste,0
107931,The charity (improve) lives,He (donate) the money to charity,0
108165,The man (draw) a weapon,They (walk) into a bank,0
106830,They (make) a two pointer,They (make) a three pointer,0
108517,She (wave) her over,They (pull) out a cigarette,0
101580,Her husband (mock) her for trying,They (take) classes in the evenings,0
100193,Several my cousins (eat) my food,I (go) to the bathroom,0
107654,They (go) to the dolphin show,They (see) some tropical fish,0
107165,I (play) six chess games online,I (play) my friend Frank,0
102709,He (feel) a sharp pain,He (fall) to the floor,0
100989,A family (move) to town,The two groups ever (mingle),0
101504,We (walk) through Plimoth Plantation,We (go) to Plymouth,0
102307,I finally (give) up,The cabbage (start) to rot away,0
103133,The dentist (give) him Novocaine,He (make) an appointment with his dentist,0
104838,They (go) to sign up,They (get) a surprise,0
103703,We (soak) in the sun,We (sit) there listening to the ocean,0
102092,They (stand) up very slowly,She (try) to balance herself,0
101832,She (sink) she was never seen,They (go) out on the water anyway,0
101133,She (get) on her boat,She (find) a spot,0
106713,He (decide) to try a fad diet,He (fast) for three days,0
104260,She (go) swimming for an hour,She (roder) her bike to the beach,0
108247,The dog (refuse) to budge,Her dad (come) back from work,0
106620,He (send) me my wonderful wife Lois,He (decide) to give me an answer,0
100215,I (sell) the guitar to a friend,I will (sign) up for drum lessons,0
101656,He (plan) a trip to the beach,He (watch) Shark Week,0
103909,The nurses (tend) to his wound,He (decide) to just eat burgers,0
101139,He (bowl) a 50,He (rent) some shoes,0
105218,He immediately (go) back to the park,Park officials (tell) him to leave,0
101928,They (decide) to always leave a note,They (ask) him why he did that,0
101128,They (pull) into the driveway tired,He (open) the door to his house,0
101633,She (tell) Tina that she 's broke,They (break) out in anger,0
103484,They (play) outside all day,She (grow) very muddy,0
103787,I (sit) at a table,We (cover) the ball games,0
102427,Lilly (go) out despite the bad weather,She (fear) to be hit badly,0
101403,She (find) that she feels better afterwards,They (get) up the next morning,0
106454,They (cut) up the card,He (pay) off the credit card immediately,0
108124,I (invite) them to a meeting there,My friend (call) me,0
101297,He (lose) the cop in the chase,They (get) home five minutes early,0
108914,He (grow) his hair out,He (work) at a machine shop,0
101692,I (give) him a few suggestions,He (ask) me to come with,0
100054,They were out Marlene (get) violently ill,She (take) her dog for a walk,0
101663,They (wake) up 30 minutes later,The nurse (lead) her to the room,0
107631,They (stay) at Kim 's,She (find) an apartment,0
103091,She (take) a class,She (get) on a boat,0
102186,He (leave) a note on the car,They (get) home late from work,0
103778,The guy he beat (sneak) over,He (leave) his robot,0
102342,She was driving she (hit) a bump,They (order) a cappuccino,0
107218,They (save) up money,He (sacrifice) everything for his family,0
104499,She (stay) in bed almost all day,She (call) into work,0
103942,They (send) resumes to several companies,He (pick) up the paper,0
104556,She (learn) a shocking fact,They (die) at age 70,0
100066,The doors (close) properly,I must (fix) the new parts,0
103555,They (realize) he has both his arms,He (give) the officer a false name,0
102603,The judge (give) her a second chance,She (fall) to the ground,0
108419,They (marvel) about Jim 's long life,They (go) up for lunch,0
106420,A blue dress (fit) her just right,One (stand) out to her,0
105215,Her friends (agree) to go along,She (go) to the orchestra,0
104174,They (open) the envelope nervously,They (decide) to ignore the card,0
102426,He (fence) his courtyard,He (walk) his dog,0
105752,They (feel) more alone than ever,He (regret) his trip,0
108055,They (hear) the bad news,He (fail) to take a drug test,0
108567,They (work) as an administrative assistant,She (open) a file cabinet drawer,0
108916,They (decorate) the cake,The girls (make) signs,0
108514,His friends (make) fun of him,He (pick) out a van,0
107206,She (see) a cute boy,Suzy (get) a part time job,0
107874,They (settle) with coffee,The lady (call) for Swarley of Barney,0
108132,Nothing bad (happen) to him,They (cower) in fear,0
100220,The other driver (go) to jail,She (go) to the hospital,0
107728,Her co - workers (doubt) her,She (brag) on him,0
107096,They (get) to watch a movie,He (get) his haircut,0
107433,She even (give) him a treat,She (cook) him good food,0
102882,He (go) the next day,I (give) him one,0
101543,She (start) in 1985,She (come) by 40 pounds heavier,0
103538,I (refuse) to mount any horse,I (watch) her ride,0
108392,They (chase) everyone across another street,He (drop) his candy,0
105463,He (regret) showing the movie,I (remember) that being a big deal,0
102170,Cara (ram) into an elderly woman,Cara (listen) to her friends,0
100521,He (tell) everyone that he was fine,He (go) to work,0
102792,He (start) to yell,He (punch) the window,0
104302,She often (get) things wrong,They eventually (become) best friends,0
105224,He (take) the test,They (find) himself wanting to train,0
101669,She (scrape) her elbows,They (trip) over a rock,0
108272,He (plan) to attend a driving school,He accidentally (wreck) the test semi,0
102306,My brother (hit) me in the stomach,I (grab) my little league bat,0
107069,He (try) to buy some,He (go) to the concert anyways,0
101191,He (sit) at his computer,Jim (work) for hours,0
107917,She (show) her the room,Kelly (buy) some new bedding,0
103007,The business man (go) to his office,The business man (go) to Netflix,0
106249,The doctor (advise) the man to stop,The man (refuse) to stop eating beef,0
100944,People (resume) their outdoor activities,People (stay) in their homes,0
101767,He (tell) his parents,They (gaze) at the stars,0
105520,I (cross) over him,He (decide) to jump,0
108273,She (hope) to make the national team,They (fall) off the uneven bars,0
107689,I (go) to Whole Foods today,I (feel) like eating sushi,0
103742,The boots (slip) right on,He (change) his socks,0
100536,The conductor (trip) on his feet,The band (march) down the street,0
108995,Chelsea (catch) the lead,They (begin) to run,0
104851,She (take) the shuttle to the campus,They (wake) up today,0
108824,She (purchase) the paperback copy,She (return) the audiobook to the library,0
102044,She (ask) her mom what to do,She (find) a great hotel in Paris,0
106777,I (haul) clothes and detergent into car,I (lack) have hookups at home,0
103935,She (take) a risk,She (order) a second one to go,0
105883,He (practice) driving using race simulator games,He (hit) a parked car,0
101250,He (practice) very hard that day,They (decide) to try,0
102659,He (grin) back to the man,They (cross) the road,0
101358,He (decide) to pick up some snacks,He (go) into his local gas station,0
104111,The cat (begin) to eat the meat,He (walk) back in the room,0
105610,She (get) a hold of some,Her parents (catch) her,0
106928,He (go) out to the car,They (make) him pay admission,0
101301,Margo (make) a lot of money,Her friend (help) her with everything,0
103307,She (ignore) her sister,Her sister (go) into the kitchen,0
105739,They (start) sneezing uncontrollably,They (greet) the pair at the door,0
105015,I (follow) the instructions,I (clean) my bathtub,0
104515,The company (go) under,They (lose) the money,0
104621,Kiki now (get) to work everyday,She (make) a deal with her neighbor,0
101505,I (see) the constable come by,Maintenance staff (remove) the unit 's contents,0
106346,His wife (call) him,They (forget) to get the milk,0
101534,He (come) at two pm,Our son (volunteer) to drop in,0
100233,I (visit) a new webpage,A sound (go) off,0
105803,He (ask) to move his seat,This greatly (annoy) Ted,0
101384,He (become) a millionaire,He (decide) to become an entrepreneur,0
107899,The penguin (waddle) toward him awkwardly,He (present) his hand,0
104737,He (end) his phone call,He (begin) to glare at him,0
102910,She 'd (take) care of him,He (find) out he was faking,0
100741,The teacher (grade) the exam,The person he hired (show) up,0
101876,He (case) a nearby convenience store,He (decide) to break the law,0
108848,They (give) the reading,She (feel) less nervous,0
102410,June (crave) for a B.,She (fail) a question,0
102127,They (go) to the restroom,They (play) the slots,0
101521,His wife (spoil) both of them,The son (turn) 16,0
104512,His wife (appreciate) the honesty and gesture,She (apologize) profusely to her,0
107538,She (reach) under a shelf,They (begin) to swell,0
103103,He (watch) his diet,They (train) all summer long,0
107021,She was annoyed she (remain) patient,She never (talk) to him,0
106803,They never (call) back,They (go) to bed sad,0
106571,His music (fill) the airwaves,He (rob) a bank,0
104551,His duties (include) altering dresses,He (receive) one wedding dress,0
104750,He (feel) a nibble on his line,The line suddenly (feel) slack,0
100943,She (feel) accomplished for completing her goal,The kids (wake) up,0
101098,They (explore) new topics,Kids (reserve) their place online,0
100157,We (dance) each day,We (get) to see eighty different bands,0
108008,A seagull (swoop) down,She (add) ketchup from the boardwalk stand,0
100594,I (invite) all my family and friends,I (buy) all different types of food,0
104457,He watched he (make) the game hard,He always (make) new ones up,0
108040,She (feel) her breathing get heavy,Lily (feel) very accomplished,0
105023,They (mean) so much to her,She eventually (make) her own mirrors,0
101100,He (lose) many relationships,This (drive) people away,0
100128,He never (brush) his teeth,He (eat) lots of candy,0
108659,They (master) a handful of popular dances,They (see) the couples ' skill,0
105170,They (learn) that online classes were harder,She (struggle) to keep up,0
108759,I (admit) this to him,We (start) talking about tattoos,0
108959,I (take) them to the mall,My wife (work) on weekends in 1991,0
104809,Many people (hang) out,A large thunderstorm (occur) around the school,0
104051,They (slam) on the breaks,The photographer (try) to wait,0
100880,She (put) the leash on her dog,She (take) off her slippers,0
102302,I (learn) my lesson,They (give) them to me,0
107772,They (decide) to have a garage sale,She (clean) out her garage,0
108496,They (make) a pot of chili,The real surprise (come) the next day,0
103400,I completely (forget) to do my homework,I completely (lose) track of time though,0
100815,They (notice) the youngest child was nervous,The family (get) ready,0
101398,She (keep) looking and looking,A doll (catch) her eye,0
100879,I (sit) next to someone names Phillip,They (become) really good friends,0
103119,He (cough) from the smoke,He (put) out the cigarette,0
107606,She (keep) a smile on her face,She (sit) in the front row,0
102918,She (take) up yoga,She (take) up karate,0
103162,The TV (go) blank,The lights (go) out,0
101711,She (offer) to take her shift,Mom (go) back to sleep,0
101349,I slowly (look) for a seat,A small child (stand) up,0
106855,He (tell) her which one he wanted,He (send) his mom,0
100335,I (smell) some burning for a minute,I (put) the bottle into the dishwasher,0
105793,Reese (save) up money for two months,He (land) funny on the board,0
101671,She (get) on the bus,She (use) to attend a private school,0
108638,He (flip) the steak over,The judge (start) to eat the stake,0
100509,He (go) next door,He (find) a letter in his mailbox,0
106736,His parents (see) him laughing,Lewis (begin) to bang on her window,0
100264,He (laugh) at me,I (call) the cops,0
107799,He (pick) her up,They (meet) a girl on Facebook,0
105533,He (pull) him aside,He (talk) excessively about what he wanted,0
107746,They never (play) the lottery,He (win) the jackpot,0
105958,He (forget) about a quiz,He always (make) perfect grades,0
103449,I (dislike) chain posts,The respondent (pass) the post onto others,0
108715,Her friends (surprise) her,They (bring) her to a bridge,0
108762,She (look) up at me,She (share) something else,0
104015,My heart (begin) to palpitate,The caffeine (keep) me awake all night,0
101200,The driver (stop) the car,I (drive) past the red car,0
108105,He barely (get) any sleep that week,This (mean) a lot for him,0
108528,They (live) in our apartment building,He (stay) in the lobby,0
106968,He (try) eating some breakfast,The pain (go) away,0
103706,She (walk) into the door,She (look) at her schedule,0
104068,They (decide) to make movies together,They (decide) to form a club,0
108460,They (come) to John,They (decide) to forgive Marty,0
100434,They (get) a call,She (audition) many films and commercials,0
106783,He (get) on the air,They (phone) the station,0
100894,He (hurry) home worried,They (open) the door,0
106983,The weather (pick) up,The man (tie) a knot,0
107765,The floats (drive) by,They (scramble) to get everything they threw,0
103283,I (get) my second job,They (hire) me the next week,0
102780,We (take) a bus,We (play) cards and shared riddles,0
102387,He (pick) her up at work,She (buy) football tickets for him,0
106043,He (release) a rap record,He (attend) Overbrook High School,0
100232,He (nod) his head gratefully,The pair (head) off to their bedroom,0
102744,They (decide) to pursue coaching,He (move) to the United States,0
102572,His wife (threaten) to divorce him,They (start) drinking the next day,0
104995,Something (catch) her eye,A rat (scurry) across the kitchen floor,0
101509,The City (provide) transportation to Fenway Park,My son (read) two books,0
104283,A woman (pull) up,They (begin) walking toward a gas station,0
103293,She (take) them out,She (forget) they were in her lap,0
105427,He (decide) to take a break,He (pull) on his beard,0
108598,They (get) to the end,They (find) a lazy river,0
105944,They (present) their material,The clients (come) in,0
106629,She and her husband (buy) a house,I (talk) to her today,0
102665,He (call) about his money,They (paint) a picture,0
106483,The older kids (go) surfing,The younger kids (make) sandcastles,0
103285,I (pay) for the computer,None (seem) to be what I wanted,0
104471,She (notice) a bright green frog,They (turn) on the water,0
108334,He (continue) his ordinary study habits,He never (try) seeking tutoring or help,0
106337,The letter actually just (stand) for Mayo,She (point) this out to me,0
106031,I (remember) eating overpriced fast food,I (remember) riding jet skis,0
108362,The fox (run) very fast,The fox (run) through the yard,0
101293,His lawyer slowly (stand) up,He (open) his briefcase,0
102481,They (walk) across the street,He (fly) through the air,0
105467,She (turn) to tight,She (hop) on was doing really good,0
105206,She (decide) to buy a cake,Marsha (choose) a delicious looking chocolate cake,0
102655,They (figure) out a solution,He (hold) Michele closely,0
108421,We (laugh) about this,He (send) me two books,0
103154,They (throw) a ball at me,They (collect) historical model trains,0
100837,He (leave) was never seen,His teacher (steal) the idea,0
104099,I (give) him a bath,I (post) an advertisement on Craigslist,0
108389,He (clean) his house,He (get) a call from his sister,0
105313,He (fit) in the picture,They (wonder) to himself,0
106497,She (put) on her boots,She only (go) about fifty feet,0
108911,He (hear) loud meowing,They (move) into a new apartment building,0
107528,I (make) a 23,I (go) in the second time,0
102838,She (untie) her braids,She (ask) for help,0
101542,My coworker (go) to Cancun in 1992,She (get) to Cancun,0
105781,I (fall) off my treadmill felt humiliated,I (stop) running immediately,0
103414,He (open) up the restaurant,He (make) the decision to do so,0
104794,His wife (get) out a plate,He (put) the dishes away,0
100195,He (see) the prices,They (drop) to the floor,0
100072,The ride (take) fourteen hours,She (bring) a pillow and blanket,0
104698,My niece (graduate) from high school,She (get) great grades,0
101706,I (message) his girlfriend,I (purchase) a $ 25 gift card,0
108475,He (throw) his line out,A bite (come) on the line,0
107829,She (start) to feel a bit homesick,She (pack) her favorite PJs,0
104255,She (cut) her finger on the glass,She (feel) a prick of pain,0
102833,She (climb) the steps,She (hear) a second boom,0
102566,They (give) up on the snowman,His sister (take) the ball,0
100740,They (go) on a vacation,They (get) into a boat,0
102555,His boss (join) the team,Harland and his boss (become) friends,0
101115,She (run) 26 miles,They (bolt) off the starting line,0
101848,He (light) his shirt on fire,He (light) his shirt on fire,0
101197,The stranger (tell) Ed he was here,They (sit) on the beach,0
104053,He accidentally (delete) the wrong file,They (make) a huge mistake at work,0
101460,They (come) back inside,They (dance) with Steve,0
103340,He (make) sure he ate breakfast,He (pick) up his bag,0
106754,She (feed) her husband the stew,The husband almost (get) sick,0
101845,The man (decide) to come back later,He (drop) the laptop on the counter,0
101617,He (urinate) on the floor,He (release) him from his leash,0
103229,He instantly (blame) his new maid,He (fire) her on the spot,0
100973,They (hit) the brakes,He (throw) the car into reverse,0
102997,She (pour) the coffee in her mug,She (pick) out her favorite flavored cream,0
107688,She (go) for a treat,They (grow) up vegan,0
107647,We (call) the storage area,I (hear) her murmuring,0
108202,His tire (run) over something sharp,Justin (thank) the biker,0
103676,Her mom (argue) with her,She (try) to explain,0
103760,We (see) all these cops,We (get) to the purse nearby,0
106236,He (back) away without being noticed,The man (walk) into the forest,0
100423,She (find) him having a Snapchat affair,They (live) in San Diego,0
106069,A homebody (ask) his mom,They (go) to camp every summer,0
104771,Kershaw (start) being able to make baskets,His dad (give) him some pointers,0
104824,He (begin) reading to pass the time,He (grab) some potatoes from his fridge,0
106752,He (print) an ad in his paper,They (print) out flyers,0
106314,They (buy) him a smaller cheaper tablet,He (recognize) his parents ' sacrifice,0
105616,He (leave) the store,His wallet (fall) out,0
108970,She (decide) to get her books,She (sit) by the benches,0
100210,She (use) the bathroom,She (find) her book had been stolen,0
105821,She always (try) to look her best,She (make) sure she looked beautiful everyday,0
108750,I (forgot) to grab a shirt,I (go) to the shower,0
101794,She (finish) her sushi,She (see) someone eating mochi,0
105837,The recipe (look) good,She (decide) on making some okra,0
107627,She (wash) one neighbor 's cars,She (work) hard all summer,0
100255,The day finally (arrive),His family (go) to the park,0
102297,He (look) all over the house,He (grab) the snake,0
104986,She (pass) a big tall tree,She (scream) for help,0
102651,The man (describe) himself as homosexual,The army representative (call) the man,0
108174,They (wait) quietly behind a bush,He (prepare) dozens of water balloons,0
101192,The cop (pull) him over,They (stop) every single time,0
108581,They (read) books about chess strategy,They (join) a local chess club,0
100320,She (spend) the night around the fire,They coincidentally (bring) over extra wood,0
